"","Year","Branch","Average","lag","value","all_pres"
"1820",2004,"Senate",2.7,"4","Republican","G.W. Bush"
"1821",2004,"Senate",2.7,"5","Republican","G.W. Bush"
"1822",2004,"Senate",2.7,"6","Republican","G.W. Bush"
"1823",2004,"Senate",2.7,"7","Republican","G.W. Bush"
"1824",2004,"Senate",2.7,"8","Republican","G.W. Bush"
"1825",2004,"Senate",2.7,"9","Republican","G.W. Bush"
"1826",2004,"Senate",2.7,"10","Democrat","G.W. Bush"
"1827",2004,"Congress (Both Chambers)",2.7,"0","Republican","G.W. Bush"
"1828",2004,"Congress (Both Chambers)",2.7,"1","Republican","G.W. Bush"
"1829",2004,"Congress (Both Chambers)",2.7,"2","Split","G.W. Bush"
"1830",2004,"Congress (Both Chambers)",2.7,"3","Split","G.W. Bush"
"1831",2004,"Congress (Both Chambers)",2.7,"4","Republican","G.W. Bush"
"1832",2004,"Congress (Both Chambers)",2.7,"5","Republican","G.W. Bush"
"1833",2004,"Congress (Both Chambers)",2.7,"6","Republican","G.W. Bush"
"1834",2004,"Congress (Both Chambers)",2.7,"7","Republican","G.W. Bush"
"1835",2004,"Congress (Both Chambers)",2.7,"8","Republican","G.W. Bush"
"1836",2004,"Congress (Both Chambers)",2.7,"9","Republican","G.W. Bush"
"1837",2004,"Congress (Both Chambers)",2.7,"10","Democrat","G.W. Bush"
"1838",2004,"Presidency",2.7,"0","Republican","G.W. Bush"
"1839",2004,"Presidency",2.7,"1","Republican","G.W. Bush"
"1840",2004,"Presidency",2.7,"2","Republican","G.W. Bush"
"1841",2004,"Presidency",2.7,"3","Republican","G.W. Bush"
"1842",2004,"Presidency",2.7,"4","Democrat","G.W. Bush"
"1843",2004,"Presidency",2.7,"5","Democrat","G.W. Bush"
"1844",2004,"Presidency",2.7,"6","Democrat","G.W. Bush"
"1845",2004,"Presidency",2.7,"7","Democrat","G.W. Bush"
"1846",2004,"Presidency",2.7,"8","Democrat","G.W. Bush"
"1847",2004,"Presidency",2.7,"9","Democrat","G.W. Bush"
"1848",2004,"Presidency",2.7,"10","Democrat","G.W. Bush"
"1849",2005,"House of Representatives",3.4,"0","Republican","G.W. Bush"
"1850",2005,"House of Representatives",3.4,"1","Republican","G.W. Bush"
"1851",2005,"House of Representatives",3.4,"2","Republican","G.W. Bush"
"1852",2005,"House of Representatives",3.4,"3","Republican","G.W. Bush"
"1853",2005,"House of Representatives",3.4,"4","Republican","G.W. Bush"
"1854",2005,"House of Representatives",3.4,"5","Republican","G.W. Bush"
"1855",2005,"House of Representatives",3.4,"6","Republican","G.W. Bush"
"1856",2005,"House of Representatives",3.4,"7","Republican","G.W. Bush"
"1857",2005,"House of Representatives",3.4,"8","Republican","G.W. Bush"
"1858",2005,"House of Representatives",3.4,"9","Republican","G.W. Bush"
"1859",2005,"House of Representatives",3.4,"10","Republican","G.W. Bush"
"1860",2005,"Senate",3.4,"0","Republican","G.W. Bush"
"1861",2005,"Senate",3.4,"1","Republican","G.W. Bush"
"1862",2005,"Senate",3.4,"2","Republican","G.W. Bush"
"1863",2005,"Senate",3.4,"3","Split","G.W. Bush"
"1864",2005,"Senate",3.4,"4","Split","G.W. Bush"
"1865",2005,"Senate",3.4,"5","Republican","G.W. Bush"
"1866",2005,"Senate",3.4,"6","Republican","G.W. Bush"
"1867",2005,"Senate",3.4,"7","Republican","G.W. Bush"
"1868",2005,"Senate",3.4,"8","Republican","G.W. Bush"
"1869",2005,"Senate",3.4,"9","Republican","G.W. Bush"
"1870",2005,"Senate",3.4,"10","Republican","G.W. Bush"
"1871",2005,"Congress (Both Chambers)",3.4,"0","Republican","G.W. Bush"
"1872",2005,"Congress (Both Chambers)",3.4,"1","Republican","G.W. Bush"
"1873",2005,"Congress (Both Chambers)",3.4,"2","Republican","G.W. Bush"
"1874",2005,"Congress (Both Chambers)",3.4,"3","Split","G.W. Bush"
"1875",2005,"Congress (Both Chambers)",3.4,"4","Split","G.W. Bush"
"1876",2005,"Congress (Both Chambers)",3.4,"5","Republican","G.W. Bush"
"1877",2005,"Congress (Both Chambers)",3.4,"6","Republican","G.W. Bush"
"1878",2005,"Congress (Both Chambers)",3.4,"7","Republican","G.W. Bush"
"1879",2005,"Congress (Both Chambers)",3.4,"8","Republican","G.W. Bush"
"1880",2005,"Congress (Both Chambers)",3.4,"9","Republican","G.W. Bush"
"1881",2005,"Congress (Both Chambers)",3.4,"10","Republican","G.W. Bush"
"1882",2005,"Presidency",3.4,"0","Republican","G.W. Bush"
"1883",2005,"Presidency",3.4,"1","Republican","G.W. Bush"
"1884",2005,"Presidency",3.4,"2","Republican","G.W. Bush"
"1885",2005,"Presidency",3.4,"3","Republican","G.W. Bush"
"1886",2005,"Presidency",3.4,"4","Republican","G.W. Bush"
"1887",2005,"Presidency",3.4,"5","Democrat","G.W. Bush"
"1888",2005,"Presidency",3.4,"6","Democrat","G.W. Bush"
"1889",2005,"Presidency",3.4,"7","Democrat","G.W. Bush"
"1890",2005,"Presidency",3.4,"8","Democrat","G.W. Bush"
"1891",2005,"Presidency",3.4,"9","Democrat","G.W. Bush"
"1892",2005,"Presidency",3.4,"10","Democrat","G.W. Bush"
"1893",2006,"House of Representatives",3.2,"0","Republican","G.W. Bush"
"1894",2006,"House of Representatives",3.2,"1","Republican","G.W. Bush"
"1895",2006,"House of Representatives",3.2,"2","Republican","G.W. Bush"
"1896",2006,"House of Representatives",3.2,"3","Republican","G.W. Bush"
"1897",2006,"House of Representatives",3.2,"4","Republican","G.W. Bush"
"1898",2006,"House of Representatives",3.2,"5","Republican","G.W. Bush"
"1899",2006,"House of Representatives",3.2,"6","Republican","G.W. Bush"
"1900",2006,"House of Representatives",3.2,"7","Republican","G.W. Bush"
"1901",2006,"House of Representatives",3.2,"8","Republican","G.W. Bush"
"1902",2006,"House of Representatives",3.2,"9","Republican","G.W. Bush"
"1903",2006,"House of Representatives",3.2,"10","Republican","G.W. Bush"
"1904",2006,"Senate",3.2,"0","Republican","G.W. Bush"
"1905",2006,"Senate",3.2,"1","Republican","G.W. Bush"
"1906",2006,"Senate",3.2,"2","Republican","G.W. Bush"
"1907",2006,"Senate",3.2,"3","Republican","G.W. Bush"
"1908",2006,"Senate",3.2,"4","Split","G.W. Bush"
"1909",2006,"Senate",3.2,"5","Split","G.W. Bush"
"1910",2006,"Senate",3.2,"6","Republican","G.W. Bush"
"1911",2006,"Senate",3.2,"7","Republican","G.W. Bush"
"1912",2006,"Senate",3.2,"8","Republican","G.W. Bush"
"1913",2006,"Senate",3.2,"9","Republican","G.W. Bush"
"1914",2006,"Senate",3.2,"10","Republican","G.W. Bush"
"1915",2006,"Congress (Both Chambers)",3.2,"0","Republican","G.W. Bush"
"1916",2006,"Congress (Both Chambers)",3.2,"1","Republican","G.W. Bush"
"1917",2006,"Congress (Both Chambers)",3.2,"2","Republican","G.W. Bush"
"1918",2006,"Congress (Both Chambers)",3.2,"3","Republican","G.W. Bush"
"1919",2006,"Congress (Both Chambers)",3.2,"4","Split","G.W. Bush"
"1920",2006,"Congress (Both Chambers)",3.2,"5","Split","G.W. Bush"
"1921",2006,"Congress (Both Chambers)",3.2,"6","Republican","G.W. Bush"
"1922",2006,"Congress (Both Chambers)",3.2,"7","Republican","G.W. Bush"
"1923",2006,"Congress (Both Chambers)",3.2,"8","Republican","G.W. Bush"
"1924",2006,"Congress (Both Chambers)",3.2,"9","Republican","G.W. Bush"
"1925",2006,"Congress (Both Chambers)",3.2,"10","Republican","G.W. Bush"
"1926",2006,"Presidency",3.2,"0","Republican","G.W. Bush"
"1927",2006,"Presidency",3.2,"1","Republican","G.W. Bush"
"1928",2006,"Presidency",3.2,"2","Republican","G.W. Bush"
"1929",2006,"Presidency",3.2,"3","Republican","G.W. Bush"
"1930",2006,"Presidency",3.2,"4","Republican","G.W. Bush"
"1931",2006,"Presidency",3.2,"5","Republican","G.W. Bush"
"1932",2006,"Presidency",3.2,"6","Democrat","G.W. Bush"
"1933",2006,"Presidency",3.2,"7","Democrat","G.W. Bush"
"1934",2006,"Presidency",3.2,"8","Democrat","G.W. Bush"
"1935",2006,"Presidency",3.2,"9","Democrat","G.W. Bush"
"1936",2006,"Presidency",3.2,"10","Democrat","G.W. Bush"
"1937",2007,"House of Representatives",2.8,"0","Democrat","G.W. Bush"
"1938",2007,"House of Representatives",2.8,"1","Republican","G.W. Bush"
"1939",2007,"House of Representatives",2.8,"2","Republican","G.W. Bush"
"1940",2007,"House of Representatives",2.8,"3","Republican","G.W. Bush"
"1941",2007,"House of Representatives",2.8,"4","Republican","G.W. Bush"
"1942",2007,"House of Representatives",2.8,"5","Republican","G.W. Bush"
"1943",2007,"House of Representatives",2.8,"6","Republican","G.W. Bush"
"1944",2007,"House of Representatives",2.8,"7","Republican","G.W. Bush"
"1945",2007,"House of Representatives",2.8,"8","Republican","G.W. Bush"
"1946",2007,"House of Representatives",2.8,"9","Republican","G.W. Bush"
"1947",2007,"House of Representatives",2.8,"10","Republican","G.W. Bush"
"1948",2007,"Senate",2.8,"0","Democrat","G.W. Bush"
"1949",2007,"Senate",2.8,"1","Republican","G.W. Bush"
"1950",2007,"Senate",2.8,"2","Republican","G.W. Bush"
"1951",2007,"Senate",2.8,"3","Republican","G.W. Bush"
"1952",2007,"Senate",2.8,"4","Republican","G.W. Bush"
"1953",2007,"Senate",2.8,"5","Split","G.W. Bush"
"1954",2007,"Senate",2.8,"6","Split","G.W. Bush"
"1955",2007,"Senate",2.8,"7","Republican","G.W. Bush"
"1956",2007,"Senate",2.8,"8","Republican","G.W. Bush"
"1957",2007,"Senate",2.8,"9","Republican","G.W. Bush"
"1958",2007,"Senate",2.8,"10","Republican","G.W. Bush"
"1959",2007,"Congress (Both Chambers)",2.8,"0","Democrat","G.W. Bush"
"1960",2007,"Congress (Both Chambers)",2.8,"1","Republican","G.W. Bush"
"1961",2007,"Congress (Both Chambers)",2.8,"2","Republican","G.W. Bush"
"1962",2007,"Congress (Both Chambers)",2.8,"3","Republican","G.W. Bush"
"1963",2007,"Congress (Both Chambers)",2.8,"4","Republican","G.W. Bush"
"1964",2007,"Congress (Both Chambers)",2.8,"5","Split","G.W. Bush"
"1965",2007,"Congress (Both Chambers)",2.8,"6","Split","G.W. Bush"
"1966",2007,"Congress (Both Chambers)",2.8,"7","Republican","G.W. Bush"
"1967",2007,"Congress (Both Chambers)",2.8,"8","Republican","G.W. Bush"
"1968",2007,"Congress (Both Chambers)",2.8,"9","Republican","G.W. Bush"
"1969",2007,"Congress (Both Chambers)",2.8,"10","Republican","G.W. Bush"
"1970",2007,"Presidency",2.8,"0","Republican","G.W. Bush"
"1971",2007,"Presidency",2.8,"1","Republican","G.W. Bush"
"1972",2007,"Presidency",2.8,"2","Republican","G.W. Bush"
"1973",2007,"Presidency",2.8,"3","Republican","G.W. Bush"
"1974",2007,"Presidency",2.8,"4","Republican","G.W. Bush"
"1975",2007,"Presidency",2.8,"5","Republican","G.W. Bush"
"1976",2007,"Presidency",2.8,"6","Republican","G.W. Bush"
"1977",2007,"Presidency",2.8,"7","Democrat","G.W. Bush"
"1978",2007,"Presidency",2.8,"8","Democrat","G.W. Bush"
"1979",2007,"Presidency",2.8,"9","Democrat","G.W. Bush"
"1980",2007,"Presidency",2.8,"10","Democrat","G.W. Bush"
"1981",2008,"House of Representatives",3.8,"0","Democrat","G.W. Bush"
"1982",2008,"House of Representatives",3.8,"1","Democrat","G.W. Bush"
"1983",2008,"House of Representatives",3.8,"2","Republican","G.W. Bush"
"1984",2008,"House of Representatives",3.8,"3","Republican","G.W. Bush"
"1985",2008,"House of Representatives",3.8,"4","Republican","G.W. Bush"
"1986",2008,"House of Representatives",3.8,"5","Republican","G.W. Bush"
"1987",2008,"House of Representatives",3.8,"6","Republican","G.W. Bush"
"1988",2008,"House of Representatives",3.8,"7","Republican","G.W. Bush"
"1989",2008,"House of Representatives",3.8,"8","Republican","G.W. Bush"
"1990",2008,"House of Representatives",3.8,"9","Republican","G.W. Bush"
"1991",2008,"House of Representatives",3.8,"10","Republican","G.W. Bush"
"1992",2008,"Senate",3.8,"0","Democrat","G.W. Bush"
"1993",2008,"Senate",3.8,"1","Democrat","G.W. Bush"
"1994",2008,"Senate",3.8,"2","Republican","G.W. Bush"
"1995",2008,"Senate",3.8,"3","Republican","G.W. Bush"
"1996",2008,"Senate",3.8,"4","Republican","G.W. Bush"
"1997",2008,"Senate",3.8,"5","Republican","G.W. Bush"
"1998",2008,"Senate",3.8,"6","Split","G.W. Bush"
"1999",2008,"Senate",3.8,"7","Split","G.W. Bush"
"2000",2008,"Senate",3.8,"8","Republican","G.W. Bush"
"2001",2008,"Senate",3.8,"9","Republican","G.W. Bush"
"2002",2008,"Senate",3.8,"10","Republican","G.W. Bush"
"2003",2008,"Congress (Both Chambers)",3.8,"0","Democrat","G.W. Bush"
"2004",2008,"Congress (Both Chambers)",3.8,"1","Democrat","G.W. Bush"
"2005",2008,"Congress (Both Chambers)",3.8,"2","Republican","G.W. Bush"
"2006",2008,"Congress (Both Chambers)",3.8,"3","Republican","G.W. Bush"
"2007",2008,"Congress (Both Chambers)",3.8,"4","Republican","G.W. Bush"
"2008",2008,"Congress (Both Chambers)",3.8,"5","Republican","G.W. Bush"
"2009",2008,"Congress (Both Chambers)",3.8,"6","Split","G.W. Bush"
"2010",2008,"Congress (Both Chambers)",3.8,"7","Split","G.W. Bush"
"2011",2008,"Congress (Both Chambers)",3.8,"8","Republican","G.W. Bush"
"2012",2008,"Congress (Both Chambers)",3.8,"9","Republican","G.W. Bush"
"2013",2008,"Congress (Both Chambers)",3.8,"10","Republican","G.W. Bush"
"2014",2008,"Presidency",3.8,"0","Republican","G.W. Bush"
"2015",2008,"Presidency",3.8,"1","Republican","G.W. Bush"
"2016",2008,"Presidency",3.8,"2","Republican","G.W. Bush"
"2017",2008,"Presidency",3.8,"3","Republican","G.W. Bush"
"2018",2008,"Presidency",3.8,"4","Republican","G.W. Bush"
"2019",2008,"Presidency",3.8,"5","Republican","G.W. Bush"
"2020",2008,"Presidency",3.8,"6","Republican","G.W. Bush"
"2021",2008,"Presidency",3.8,"7","Republican","G.W. Bush"
"2022",2008,"Presidency",3.8,"8","Democrat","G.W. Bush"
"2023",2008,"Presidency",3.8,"9","Democrat","G.W. Bush"
"2024",2008,"Presidency",3.8,"10","Democrat","G.W. Bush"
"2025",2009,"House of Representatives",-0.4,"0","Democrat","Obama"
"2026",2009,"House of Representatives",-0.4,"1","Democrat","Obama"
"2027",2009,"House of Representatives",-0.4,"2","Democrat","Obama"
"2028",2009,"House of Representatives",-0.4,"3","Republican","Obama"
"2029",2009,"House of Representatives",-0.4,"4","Republican","Obama"
"2030",2009,"House of Representatives",-0.4,"5","Republican","Obama"
"2031",2009,"House of Representatives",-0.4,"6","Republican","Obama"
"2032",2009,"House of Representatives",-0.4,"7","Republican","Obama"
"2033",2009,"House of Representatives",-0.4,"8","Republican","Obama"
"2034",2009,"House of Representatives",-0.4,"9","Republican","Obama"
"2035",2009,"House of Representatives",-0.4,"10","Republican","Obama"
"2036",2009,"Senate",-0.4,"0","Democrat","Obama"
"2037",2009,"Senate",-0.4,"1","Democrat","Obama"
"2038",2009,"Senate",-0.4,"2","Democrat","Obama"
"2039",2009,"Senate",-0.4,"3","Republican","Obama"
"2040",2009,"Senate",-0.4,"4","Republican","Obama"
"2041",2009,"Senate",-0.4,"5","Republican","Obama"
"2042",2009,"Senate",-0.4,"6","Republican","Obama"
"2043",2009,"Senate",-0.4,"7","Split","Obama"
"2044",2009,"Senate",-0.4,"8","Split","Obama"
"2045",2009,"Senate",-0.4,"9","Republican","Obama"
"2046",2009,"Senate",-0.4,"10","Republican","Obama"
"2047",2009,"Congress (Both Chambers)",-0.4,"0","Democrat","Obama"
"2048",2009,"Congress (Both Chambers)",-0.4,"1","Democrat","Obama"
"2049",2009,"Congress (Both Chambers)",-0.4,"2","Democrat","Obama"
"2050",2009,"Congress (Both Chambers)",-0.4,"3","Republican","Obama"
"2051",2009,"Congress (Both Chambers)",-0.4,"4","Republican","Obama"
"2052",2009,"Congress (Both Chambers)",-0.4,"5","Republican","Obama"
"2053",2009,"Congress (Both Chambers)",-0.4,"6","Republican","Obama"
"2054",2009,"Congress (Both Chambers)",-0.4,"7","Split","Obama"
"2055",2009,"Congress (Both Chambers)",-0.4,"8","Split","Obama"
"2056",2009,"Congress (Both Chambers)",-0.4,"9","Republican","Obama"
"2057",2009,"Congress (Both Chambers)",-0.4,"10","Republican","Obama"
"2058",2009,"Presidency",-0.4,"0","Democrat","Obama"
"2059",2009,"Presidency",-0.4,"1","Republican","Obama"
"2060",2009,"Presidency",-0.4,"2","Republican","Obama"
"2061",2009,"Presidency",-0.4,"3","Republican","Obama"
"2062",2009,"Presidency",-0.4,"4","Republican","Obama"
"2063",2009,"Presidency",-0.4,"5","Republican","Obama"
"2064",2009,"Presidency",-0.4,"6","Republican","Obama"
"2065",2009,"Presidency",-0.4,"7","Republican","Obama"
"2066",2009,"Presidency",-0.4,"8","Republican","Obama"
"2067",2009,"Presidency",-0.4,"9","Democrat","Obama"
"2068",2009,"Presidency",-0.4,"10","Democrat","Obama"
"2069",2010,"House of Representatives",1.6,"0","Democrat","Obama"
"2070",2010,"House of Representatives",1.6,"1","Democrat","Obama"
"2071",2010,"House of Representatives",1.6,"2","Democrat","Obama"
"2072",2010,"House of Representatives",1.6,"3","Democrat","Obama"
"2073",2010,"House of Representatives",1.6,"4","Republican","Obama"
"2074",2010,"House of Representatives",1.6,"5","Republican","Obama"
"2075",2010,"House of Representatives",1.6,"6","Republican","Obama"
"2076",2010,"House of Representatives",1.6,"7","Republican","Obama"
"2077",2010,"House of Representatives",1.6,"8","Republican","Obama"
"2078",2010,"House of Representatives",1.6,"9","Republican","Obama"
"2079",2010,"House of Representatives",1.6,"10","Republican","Obama"
"2080",2010,"Senate",1.6,"0","Democrat","Obama"
"2081",2010,"Senate",1.6,"1","Democrat","Obama"
"2082",2010,"Senate",1.6,"2","Democrat","Obama"
"2083",2010,"Senate",1.6,"3","Democrat","Obama"
"2084",2010,"Senate",1.6,"4","Republican","Obama"
"2085",2010,"Senate",1.6,"5","Republican","Obama"
"2086",2010,"Senate",1.6,"6","Republican","Obama"
"2087",2010,"Senate",1.6,"7","Republican","Obama"
"2088",2010,"Senate",1.6,"8","Split","Obama"
"2089",2010,"Senate",1.6,"9","Split","Obama"
"2090",2010,"Senate",1.6,"10","Republican","Obama"
"2091",2010,"Congress (Both Chambers)",1.6,"0","Democrat","Obama"
"2092",2010,"Congress (Both Chambers)",1.6,"1","Democrat","Obama"
"2093",2010,"Congress (Both Chambers)",1.6,"2","Democrat","Obama"
"2094",2010,"Congress (Both Chambers)",1.6,"3","Democrat","Obama"
"2095",2010,"Congress (Both Chambers)",1.6,"4","Republican","Obama"
"2096",2010,"Congress (Both Chambers)",1.6,"5","Republican","Obama"
"2097",2010,"Congress (Both Chambers)",1.6,"6","Republican","Obama"
"2098",2010,"Congress (Both Chambers)",1.6,"7","Republican","Obama"
"2099",2010,"Congress (Both Chambers)",1.6,"8","Split","Obama"
"2100",2010,"Congress (Both Chambers)",1.6,"9","Split","Obama"
"2101",2010,"Congress (Both Chambers)",1.6,"10","Republican","Obama"
"2102",2010,"Presidency",1.6,"0","Democrat","Obama"
"2103",2010,"Presidency",1.6,"1","Democrat","Obama"
"2104",2010,"Presidency",1.6,"2","Republican","Obama"
"2105",2010,"Presidency",1.6,"3","Republican","Obama"
"2106",2010,"Presidency",1.6,"4","Republican","Obama"
"2107",2010,"Presidency",1.6,"5","Republican","Obama"
"2108",2010,"Presidency",1.6,"6","Republican","Obama"
"2109",2010,"Presidency",1.6,"7","Republican","Obama"
"2110",2010,"Presidency",1.6,"8","Republican","Obama"
"2111",2010,"Presidency",1.6,"9","Republican","Obama"
"2112",2010,"Presidency",1.6,"10","Democrat","Obama"
"2113",2011,"House of Representatives",3.2,"0","Republican","Obama"
"2114",2011,"House of Representatives",3.2,"1","Democrat","Obama"
"2115",2011,"House of Representatives",3.2,"2","Democrat","Obama"
"2116",2011,"House of Representatives",3.2,"3","Democrat","Obama"
"2117",2011,"House of Representatives",3.2,"4","Democrat","Obama"
"2118",2011,"House of Representatives",3.2,"5","Republican","Obama"
"2119",2011,"House of Representatives",3.2,"6","Republican","Obama"
"2120",2011,"House of Representatives",3.2,"7","Republican","Obama"
"2121",2011,"House of Representatives",3.2,"8","Republican","Obama"
"2122",2011,"House of Representatives",3.2,"9","Republican","Obama"
"2123",2011,"House of Representatives",3.2,"10","Republican","Obama"
"2124",2011,"Senate",3.2,"0","Democrat","Obama"
"2125",2011,"Senate",3.2,"1","Democrat","Obama"
"2126",2011,"Senate",3.2,"2","Democrat","Obama"
"2127",2011,"Senate",3.2,"3","Democrat","Obama"
"2128",2011,"Senate",3.2,"4","Democrat","Obama"
"2129",2011,"Senate",3.2,"5","Republican","Obama"
"2130",2011,"Senate",3.2,"6","Republican","Obama"
"2131",2011,"Senate",3.2,"7","Republican","Obama"
"2132",2011,"Senate",3.2,"8","Republican","Obama"
"2133",2011,"Senate",3.2,"9","Split","Obama"
"2134",2011,"Senate",3.2,"10","Split","Obama"
"2135",2011,"Congress (Both Chambers)",3.2,"0","Split","Obama"
"2136",2011,"Congress (Both Chambers)",3.2,"1","Democrat","Obama"
"2137",2011,"Congress (Both Chambers)",3.2,"2","Democrat","Obama"
"2138",2011,"Congress (Both Chambers)",3.2,"3","Democrat","Obama"
"2139",2011,"Congress (Both Chambers)",3.2,"4","Democrat","Obama"
"2140",2011,"Congress (Both Chambers)",3.2,"5","Republican","Obama"
"2141",2011,"Congress (Both Chambers)",3.2,"6","Republican","Obama"
"2142",2011,"Congress (Both Chambers)",3.2,"7","Republican","Obama"
"2143",2011,"Congress (Both Chambers)",3.2,"8","Republican","Obama"
"2144",2011,"Congress (Both Chambers)",3.2,"9","Split","Obama"
"2145",2011,"Congress (Both Chambers)",3.2,"10","Split","Obama"
"2146",2011,"Presidency",3.2,"0","Democrat","Obama"
"2147",2011,"Presidency",3.2,"1","Democrat","Obama"
"2148",2011,"Presidency",3.2,"2","Democrat","Obama"
"2149",2011,"Presidency",3.2,"3","Republican","Obama"
"2150",2011,"Presidency",3.2,"4","Republican","Obama"
"2151",2011,"Presidency",3.2,"5","Republican","Obama"
"2152",2011,"Presidency",3.2,"6","Republican","Obama"
"2153",2011,"Presidency",3.2,"7","Republican","Obama"
"2154",2011,"Presidency",3.2,"8","Republican","Obama"
"2155",2011,"Presidency",3.2,"9","Republican","Obama"
"2156",2011,"Presidency",3.2,"10","Republican","Obama"
"2157",2012,"House of Representatives",2.1,"0","Republican","Obama"
"2158",2012,"House of Representatives",2.1,"1","Republican","Obama"
"2159",2012,"House of Representatives",2.1,"2","Democrat","Obama"
"2160",2012,"House of Representatives",2.1,"3","Democrat","Obama"
"2161",2012,"House of Representatives",2.1,"4","Democrat","Obama"
"2162",2012,"House of Representatives",2.1,"5","Democrat","Obama"
"2163",2012,"House of Representatives",2.1,"6","Republican","Obama"
"2164",2012,"House of Representatives",2.1,"7","Republican","Obama"
"2165",2012,"House of Representatives",2.1,"8","Republican","Obama"
"2166",2012,"House of Representatives",2.1,"9","Republican","Obama"
"2167",2012,"House of Representatives",2.1,"10","Republican","Obama"
"2168",2012,"Senate",2.1,"0","Democrat","Obama"
"2169",2012,"Senate",2.1,"1","Democrat","Obama"
"2170",2012,"Senate",2.1,"2","Democrat","Obama"
"2171",2012,"Senate",2.1,"3","Democrat","Obama"
"2172",2012,"Senate",2.1,"4","Democrat","Obama"
"2173",2012,"Senate",2.1,"5","Democrat","Obama"
"2174",2012,"Senate",2.1,"6","Republican","Obama"
"2175",2012,"Senate",2.1,"7","Republican","Obama"
"2176",2012,"Senate",2.1,"8","Republican","Obama"
"2177",2012,"Senate",2.1,"9","Republican","Obama"
"2178",2012,"Senate",2.1,"10","Split","Obama"
"2179",2012,"Congress (Both Chambers)",2.1,"0","Split","Obama"
"2180",2012,"Congress (Both Chambers)",2.1,"1","Split","Obama"
"2181",2012,"Congress (Both Chambers)",2.1,"2","Democrat","Obama"
"2182",2012,"Congress (Both Chambers)",2.1,"3","Democrat","Obama"
"2183",2012,"Congress (Both Chambers)",2.1,"4","Democrat","Obama"
"2184",2012,"Congress (Both Chambers)",2.1,"5","Democrat","Obama"
"2185",2012,"Congress (Both Chambers)",2.1,"6","Republican","Obama"
"2186",2012,"Congress (Both Chambers)",2.1,"7","Republican","Obama"
"2187",2012,"Congress (Both Chambers)",2.1,"8","Republican","Obama"
"2188",2012,"Congress (Both Chambers)",2.1,"9","Republican","Obama"
"2189",2012,"Congress (Both Chambers)",2.1,"10","Split","Obama"
"2190",2012,"Presidency",2.1,"0","Democrat","Obama"
"2191",2012,"Presidency",2.1,"1","Democrat","Obama"
"2192",2012,"Presidency",2.1,"2","Democrat","Obama"
"2193",2012,"Presidency",2.1,"3","Democrat","Obama"
"2194",2012,"Presidency",2.1,"4","Republican","Obama"
"2195",2012,"Presidency",2.1,"5","Republican","Obama"
"2196",2012,"Presidency",2.1,"6","Republican","Obama"
"2197",2012,"Presidency",2.1,"7","Republican","Obama"
"2198",2012,"Presidency",2.1,"8","Republican","Obama"
"2199",2012,"Presidency",2.1,"9","Republican","Obama"
"2200",2012,"Presidency",2.1,"10","Republican","Obama"
"2201",2013,"House of Representatives",1.5,"0","Republican","Obama"
"2202",2013,"House of Representatives",1.5,"1","Republican","Obama"
"2203",2013,"House of Representatives",1.5,"2","Republican","Obama"
"2204",2013,"House of Representatives",1.5,"3","Democrat","Obama"
"2205",2013,"House of Representatives",1.5,"4","Democrat","Obama"
"2206",2013,"House of Representatives",1.5,"5","Democrat","Obama"
"2207",2013,"House of Representatives",1.5,"6","Democrat","Obama"
"2208",2013,"House of Representatives",1.5,"7","Republican","Obama"
"2209",2013,"House of Representatives",1.5,"8","Republican","Obama"
"2210",2013,"House of Representatives",1.5,"9","Republican","Obama"
"2211",2013,"House of Representatives",1.5,"10","Republican","Obama"
"2212",2013,"Senate",1.5,"0","Democrat","Obama"
"2213",2013,"Senate",1.5,"1","Democrat","Obama"
"2214",2013,"Senate",1.5,"2","Democrat","Obama"
"2215",2013,"Senate",1.5,"3","Democrat","Obama"
"2216",2013,"Senate",1.5,"4","Democrat","Obama"
"2217",2013,"Senate",1.5,"5","Democrat","Obama"
"2218",2013,"Senate",1.5,"6","Democrat","Obama"
"2219",2013,"Senate",1.5,"7","Republican","Obama"
"2220",2013,"Senate",1.5,"8","Republican","Obama"
"2221",2013,"Senate",1.5,"9","Republican","Obama"
"2222",2013,"Senate",1.5,"10","Republican","Obama"
"2223",2013,"Congress (Both Chambers)",1.5,"0","Split","Obama"
"2224",2013,"Congress (Both Chambers)",1.5,"1","Split","Obama"
"2225",2013,"Congress (Both Chambers)",1.5,"2","Split","Obama"
"2226",2013,"Congress (Both Chambers)",1.5,"3","Democrat","Obama"
"2227",2013,"Congress (Both Chambers)",1.5,"4","Democrat","Obama"
"2228",2013,"Congress (Both Chambers)",1.5,"5","Democrat","Obama"
"2229",2013,"Congress (Both Chambers)",1.5,"6","Democrat","Obama"
"2230",2013,"Congress (Both Chambers)",1.5,"7","Republican","Obama"
"2231",2013,"Congress (Both Chambers)",1.5,"8","Republican","Obama"
"2232",2013,"Congress (Both Chambers)",1.5,"9","Republican","Obama"
"2233",2013,"Congress (Both Chambers)",1.5,"10","Republican","Obama"
"2234",2013,"Presidency",1.5,"0","Democrat","Obama"
"2235",2013,"Presidency",1.5,"1","Democrat","Obama"
"2236",2013,"Presidency",1.5,"2","Democrat","Obama"
"2237",2013,"Presidency",1.5,"3","Democrat","Obama"
"2238",2013,"Presidency",1.5,"4","Democrat","Obama"
